area,kWh,year,OID,flaeche,energietraeger,kategorie,f_ANGF,f_flaeche,TEK_HZG,TEK_WW,hzg_kWh,ww_kWh,verbrauch_kWh,egain_installation,TM,SO,NM,FM,RFM,KF,bbsr_unbereinigt,kWh_bereinigt,egain_year,has_egain,remove,MWh/a
1049.0,150375.99999999994,2021,220129,1049.0,fernwaerme,Fire Dept.,1.2853867035850814,1348.3706520607504,50.8,7.1,68497.22912468611,9573.431629631328,78070.66075431745,2019-02-21,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,72262.54574133175,162462.49784245252,2019,True,False,0.1624624978424525
3008.0,602933.76,2021,220135,3008.0,erdgas,Fire Dept.,1.0795962132294428,3247.425409394164,50.8,7.1,164969.21079722352,23056.720406698565,188025.93120392208,2018-06-24,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,174037.62595192995,651394.6685850257,2018,True,False,0.6513946685850257
4299.0,381396.5509944132,2021,220145,4299.0,erdgas,Fire Dept.,1.019763339521662,4383.962596603626,50.8,7.1,222705.29990746416,31126.13443588574,253831.4343433499,2019-01-16,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,234947.48805247937,412051.3668607272,2019,True,False,0.4120513668607272
7174.0,402599.8756023393,2021,220389,7174.0,fernwaerme,School,0.9415981744485248,6755.025303493718,49.3,22.4,333022.7474622403,151312.56679825927,484335.3142604996,2019-02-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,448302.88949432416,434958.9124688562,2019,True,False,0.4349589124688562
3364.0,449263.5520653789,2021,220507,3364.0,erdgas,Fire Dept.,1.0603585663487252,3567.046217197111,50.8,7.1,181205.94783361323,25326.028142099487,206531.9759757127,2020-10-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,191166.90209602483,485373.1902571833,2021,True,False,0.4853731902571833
996.0,46698.10662089552,2021,220513,996.0,erdgas,Fire Dept.,1.2967682817131756,1291.5812085863229,50.8,7.1,65612.3253961852,9170.226580962892,74782.55197714809,2018-08-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,69219.05784694328,50451.47527626655,2019,True,False,0.0504514752762665
5045.0,378223.25342857145,2021,220555,5045.0,fernwaerme,Fire Dept.,0.9944076873145238,5016.786782501773,50.8,7.1,254852.7685510901,35619.18615576259,290471.9547068527,2020-01-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,268862.1142791748,408623.01493659016,2020,True,False,0.4086230149365901
4547.0,120055.3840402969,2021,220571,4547.0,erdgas,Fire Dept.,1.0107767392990747,4596.001833592893,50.8,7.1,233476.8931465189,32631.61301850953,266108.5061650285,2019-05-31,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,246311.19953528,129704.85696269052,2019,True,False,0.1297048569626905
916.0,178815.11399999988,2021,220637,916.0,erdgas,Fire Dept.,1.315419689032946,1204.9244351541786,50.8,7.1,61210.16130583227,8554.963489594667,69765.12479542693,2020-02-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,64574.90525850914,193187.410706648,2020,True,False,0.1931874107066479
7256.0,687886.0370109889,2021,220659,7256.0,fernwaerme,School,0.9399590963122616,6820.343202841769,49.3,22.4,336242.9199000992,152775.6877436556,489018.6076437548,2019-02-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,452637.7663745463,743175.0000249444,2019,True,False,0.7431750000249444
3496.0,190157.0667425675,2021,220673,3496.0,erdgas,Fire Dept.,1.053845276969811,3684.243088286459,50.8,7.1,187159.5488849521,26158.12592683385,213317.674811786,2020-10-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,197447.77467723365,205440.97492546332,2021,True,False,0.2054409749254633
5010.0,29380.20104937807,2021,220693,5010.0,erdgas,Fire Dept.,0.9954927736394592,4987.4187959336905,50.8,7.1,253360.87483343147,35410.6734511292,288771.5482845607,2019-07-03,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,267288.21064261656,31741.63995315348,2020,True,False,0.0317416399531534
7482.0,475895.3580000001,2021,220703,7482.0,erdgas,School,0.9355556823429456,6999.827615289919,49.3,22.4,345091.501433793,156796.13858249417,501887.6400162872,2018-07-18,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,464549.3991375029,514145.5323476367,2019,True,False,0.5141455323476367
3343.0,520460.1,2021,220743,3343.0,erdgas,Fire Dept.,1.061423389338039,3548.338390557064,50.8,7.1,180255.59024029883,25193.20257295516,205448.792813254,2019-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,190164.30301376863,562292.1734407927,2019,True,False,0.5622921734407927
1568.0,299653.55999999953,2021,220745,1568.0,erdgas,Fire Dept.,1.2013197211882645,1883.6693228231984,50.8,7.1,95690.40159941847,13374.05219204471,109064.4537914632,2019-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,100950.53640779037,323738.26837383065,2019,True,False,0.3237382683738306
6135.0,297611.5771226924,2021,220751,6135.0,fernwaerme,School,0.9645732767382666,5917.657052789266,49.3,22.4,291740.4927025108,132555.51798247956,424296.0106849903,2020-11-03,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,392730.24698068935,321532.16075826145,2021,True,False,0.3215321607582614
1413.0,403279.00800000015,2021,220769,1413.0,fernwaerme,School,1.222396163347376,1727.245778809842,49.3,22.4,85153.21689532521,38690.30544534046,123843.52234066567,2019-09-18,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,114630.10702666666,435692.6302542057,2020,True,False,0.4356926302542057
9443.0,797374.976,2021,220775,9443.0,fernwaerme,School,0.9030668231343204,8527.660010857386,49.3,22.4,420413.638535269,191019.58424320543,611433.2227784744,2020-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,565945.2706291584,861464.1320292179,2020,True,False,0.8614641320292179
8854.0,702205.7615609757,2021,220781,8854.0,fernwaerme,School,0.9118938366993532,8073.908030136075,49.3,22.4,398043.66588570847,180855.53987504807,578899.2057607565,2019-01-09,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,535831.6418962019,758645.6749917392,2019,True,False,0.7586456749917392
12626.0,1209860.604,2021,220783,12626.0,erdgas,School,0.8647385069387704,10918.188388608914,49.3,22.4,538266.6875584194,244567.41990483963,782834.107463259,2019-01-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,724594.6806631833,1307103.3660093255,2019,True,False,1.3071033660093254
3968.0,655491.7980000001,2021,220785,3968.0,erdgas,Fire Dept.,1.0327905329813518,4098.112834870004,50.8,7.1,208184.1320113962,29096.601127577025,237280.7331389732,2019-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,219628.08648373777,708177.0682710031,2019,True,False,0.7081770682710031
6668.0,632170.1699999999,2021,220789,6668.0,erdgas,School,0.9522430966585784,6349.556968519401,49.3,22.4,313033.1585480065,142230.07609483457,455263.234642841,2019-03-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,421393.6451909125,682980.9602575402,2019,True,False,0.6829809602575402
1238.0,175611.99999999994,2021,220793,1238.0,fernwaerme,Fire Dept.,1.249858272226924,1547.324541016932,50.8,7.1,78604.08668366015,10986.004241220216,89590.09092488037,2020-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,82924.9807914712,189726.845847135,2020,True,False,0.189726845847135
2449.0,137898.0,2021,221137,2449.0,fernwaerme,School,1.116185566444338,2733.538452222184,49.3,22.4,134763.44569455367,61231.26132977691,195994.70702433056,2019-03-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,181413.55977471167,148981.57636510165,2019,True,False,0.1489815763651016
1577.0,137810.18701479165,2021,221341,1577.0,fernwaerme,Fire Dept.,1.200174411005798,1892.675046156144,50.8,7.1,96147.89234473208,13437.992827708616,109585.88517244068,2019-08-20,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,101433.1755792126,148886.70539553236,2020,True,False,0.1488867053955323
4234.0,579744.96,2021,221407,4234.0,fernwaerme,Fire Dept.,1.0222232774347249,4328.093356658625,50.8,7.1,219867.14251825816,30729.46283227624,250596.6053505344,2020-01-02,5.715810276679841,3.3137035573122526,6.393873517786561,4.294861660079051,82.01936758893281,1.0803751785022382,231953.3161599892,626342.0646457729,2020,True,False,0.6263420646457729
7198.0,543408.5119999999,2021,221419,7198.0,fernwaerme,Fire Dept.,0.9411160973691274,6774.1536688629785,50.8,7.1,344127.0063782393,48096.49104892714,392223.4974271664,2019-08-20,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,363043.7881504456,587085.0681516355,2020,True,False,0.5870850681516354
6765.0,769284.0,2021,221651,6765.0,erdgas,School,0.9501279534090564,6427.615604812266,49.3,22.4,316881.4493172447,143978.58954779475,460860.0388650395,2018-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,426574.07170715067,831115.3388189158,2018,True,False,0.8311153388189157
3924.0,488989.4806588235,2021,222045,3924.0,erdgas,Fire Dept.,1.034621432625168,4059.85450162116,50.8,7.1,206240.6086823549,28824.966961510232,235065.5756438652,2018-06-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,217577.72699826813,528292.0974524932,2018,True,False,0.5282920974524932
1285.0,72310.64777966241,2021,222079,1285.0,erdgas,Fire Dept.,1.242039760075473,1596.0210916969827,50.8,7.1,81077.87145820672,11331.749751048575,92409.6212092553,2018-07-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,85534.75037936913,78122.62900256526,2019,True,False,0.0781226290025652
5464.0,289348.84808059706,2021,222081,5464.0,erdgas,Fire Dept.,0.9820875677113714,5366.126469974934,50.8,7.1,272599.2246747266,38099.49793682202,310698.7226115486,2018-08-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,287584.09929621033,312605.313394492,2019,True,False,0.312605313394492
1439.0,61741.03325754916,2021,222091,1439.0,erdgas,Fire Dept.,1.2186699220357766,1753.6660178094826,50.8,7.1,89086.23370472172,12451.028726447326,101537.26243116905,2019-01-09,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,93983.33509654833,66703.4798265373,2019,True,False,0.0667034798265372
3350.0,311715.0,2021,222117,3350.0,erdgas,Fire Dept.,1.0610675474602378,3554.576283991797,50.8,7.1,180572.47522678325,25237.491616341755,205809.966843125,2020-10-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,190498.60727867385,336769.14876682515,2021,True,False,0.3367691487668252
1607.0,247522.6327793082,2021,222153,1607.0,erdgas,Fire Dept.,1.1964133152658498,1922.6361976322207,50.8,7.1,97669.9188397168,13650.717003188767,111320.63584290555,2019-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,103038.86840239448,267417.308572289,2019,True,False,0.267417308572289
1201.0,79468.98617266188,2021,222255,1201.0,erdgas,Fire Dept.,1.2562714359524143,1508.78199457885,50.8,7.1,76646.12532460557,10712.352161509834,87358.4774861154,2019-02-02,5.715810276679841,3.3137035573122526,6.393873517786561,4.294861660079051,82.01936758893281,1.0803751785022382,80859.389612434,85856.32012168148,2019,True,False,0.0858563201216814
3844.0,343644.48,2021,223431,3844.0,fernwaerme,Fire Dept.,1.0380151295647178,3990.1301580467753,50.8,7.1,202698.61202877617,28329.924122132103,231028.53615090827,2020-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,213841.0255511342,371264.9664213088,2020,True,False,0.3712649664213088
1568.0,253345.96800000023,2021,223559,1568.0,erdgas,Fire Dept.,1.2013197211882645,1883.6693228231984,50.8,7.1,95690.40159941847,13374.05219204471,109064.4537914632,2019-03-28,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,100950.53640779037,273708.69540082256,2019,True,False,0.2737086954008225
6602.0,735908.991128417,2021,226631,6602.0,erdgas,Fire Dept.,0.9537037551563344,6296.35219154212,50.8,7.1,319854.69133033964,44704.100559949045,364558.7918902887,2018-08-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,337437.2154640662,795057.8076517655,2019,True,False,0.7950578076517655
4871.0,357571.80000000005,2021,226675,4871.0,erdgas,Fire Dept.,0.99989485805588,4870.487853590192,50.8,7.1,247420.7829623817,34580.46376049036,282001.2467228721,2019-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,261021.58984605724,386311.6972523667,2019,True,False,0.3863116972523667
2197.0,106437.00799999996,2021,226839,2197.0,fernwaerme,School,1.136173195105504,2496.1725096467926,49.3,22.4,123061.30472558687,55914.26421608815,178975.568941675,2019-09-18,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,165660.57097849573,114991.90151724411,2020,True,False,0.1149919015172441
2237.0,125385.52000000002,2021,226841,2237.0,fernwaerme,School,1.1328196265433634,2534.117504577504,49.3,22.4,124931.99297567092,56764.23210253609,181696.22507820703,2020-09-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,168178.82222183116,135463.40355159598,2021,True,False,0.1354634035515959
8863.0,356804.5119999999,2021,226843,8863.0,fernwaerme,School,0.9117536403866626,8080.87251474699,49.3,22.4,398387.0149770266,181011.54433033257,579398.5593073592,2019-09-17,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,536293.84572737,385482.73834240384,2020,True,False,0.3854827383424038
2216.0,116961.1431025641,2021,226845,2216.0,fernwaerme,School,1.1345710804368594,2514.2095142480803,49.3,22.4,123950.52905243036,56318.293119157,180268.8221715873,2019-10-17,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,166857.61183582566,126361.91585725851,2020,True,False,0.1263619158572585
1809.0,193713.12,2021,230715,1809.0,erdgas,Police,1.173127174561709,2122.187058782132,52.4,7.4,111202.60188018368,15704.184234987772,126906.78611517145,2020-09-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,117465.47740119942,209282.84659822547,2021,True,False,0.2092828465982254
4987.0,650609.2800000001,2021,230717,4987.0,erdgas,Police,0.996210857718444,4968.10354744188,52.4,7.4,260328.62588595453,36763.96625106992,297092.59213702445,2019-08-13,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,274990.2052996944,702902.1170152128,2020,True,False,0.7029021170152128
3878.0,227013.504,2021,230721,3878.0,fernwaerme,Police,1.036562418994825,4019.7890608619314,52.4,7.4,210636.9467891652,29746.43905037829,240383.38583954348,2020-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,222499.91542085903,245259.75490641856,2020,True,False,0.2452597549064185
7878.0,639741.0240000003,2021,230723,7878.0,erdgas,Police,0.9282165033270452,7312.489613210461,52.4,7.4,383174.4557322282,54112.42313775742,437286.8788699856,2019-08-23,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,404754.6515056109,691160.322999205,2020,True,False,0.6911603229992049
3531.0,260729.504,2021,230725,3531.0,fernwaerme,Police,1.0521682675961772,3715.206152882102,52.4,7.4,194676.80241102213,27492.52553132756,222169.3279423497,2021-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,205640.9036075327,281685.6844248,2021,True,False,0.2816856844247999
6432.0,338434.44493025244,2021,230731,6432.0,erdgas,Police,0.9575492368016922,6158.956691108485,52.4,7.4,322729.3306140846,45576.27951420279,368305.6101282874,2019-08-11,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,340905.286845707,365636.1738528274,2020,True,False,0.3656361738528274
3081.0,240685.0,2021,230741,3081.0,fernwaerme,Police,1.0754331250607825,3313.409458312271,52.4,7.4,173622.655615563,24519.229991510805,198141.8856070738,2020-03-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,183400.99768097672,260030.0998378112,2020,True,False,0.2600300998378112
3251.0,432814.158,2021,230743,3251.0,erdgas,Police,1.0661860308297904,3466.1707862276485,52.4,7.4,181627.3491983288,25649.6638180846,207277.01301641337,2020-10-03,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,191856.5116460457,467601.67320754594,2021,True,False,0.4676016732075459
1268.0,79192.63127145008,2021,230751,1268.0,erdgas,Police,1.2448270293382846,1578.440673200945,52.4,7.4,82710.29127572951,11680.460981686992,94390.7522574165,2019-10-30,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,87368.4939599165,85557.75314595482,2020,True,False,0.0855577531459548
1992.0,170038.65600000002,2021,230753,1992.0,erdgas,Police,1.154608270024093,2299.979673887993,52.4,7.4,120518.93491173084,17019.84958677115,137538.784498502,2019-08-11,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,127306.50169987876,183705.5433282807,2020,True,False,0.1837055433282807
2925.0,130230.66599999995,2021,230755,2925.0,erdgas,Police,1.0844813417346997,3172.107924573996,52.4,7.4,166218.4552476774,23473.598641847573,189692.0538895249,2020-01-25,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,175579.79641155925,140697.97902621533,2020,True,False,0.1406979790262153
2458.0,428238.2850013366,2021,230763,2458.0,fernwaerme,Police,1.1155184682564272,2741.944394974298,52.4,7.4,143677.88629665322,20290.388522809808,163968.27481946303,2020-01-02,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,151769.75376903603,462658.01359981135,2020,True,False,0.4626580135998113
3655.0,331361.00800000003,2021,230765,3655.0,fernwaerme,Police,1.04638549866254,3824.538997611584,52.4,7.4,200405.843474847,28301.588582325723,228707.4320571728,2020-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,211692.60142966063,357994.20816668164,2020,True,False,0.3579942081666816
1824.0,2067229.62,2021,230769,1824.0,erdgas,Culture,1.1715251829855564,2136.861933765655,55.9,7.5,119450.58209750013,16026.464503242412,135477.04660074253,2019-01-01,5.715810276679841,3.3137035573122526,6.393873517786561,4.294861660079051,82.01936758893281,1.0803751785022382,125398.14806608116,2233383.569712614,2019,True,False,2.2333835697126143
1109.0,252863.1659515012,2021,230875,1109.0,erdgas,Fire Dept.,1.2733164194049125,1412.107909120048,50.8,7.1,71735.08178329843,10025.96615475234,81761.04793805077,2020-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,75678.38429183366,273187.0880514942,2020,True,False,0.2731870880514942
2617.2,172215.02399999998,2021,232327,2617.2,fernwaerme,School,1.104186709022669,2889.8774548541287,49.3,22.4,142470.95852430855,64733.25498873248,207204.21351304103,2019-02-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,191789.1281066781,186056.8372947672,2019,True,False,0.1860568372947672
3275.0,328448.08800000016,2021,232335,3275.0,erdgas,School,1.0649279579697128,3487.6390623508096,49.3,22.4,171940.6057738949,78123.11499665813,250063.72077055305,2019-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,231460.07585737493,354847.161701719,2019,True,False,0.354847161701719
617.0,94288.8599999999,2021,232337,617.0,erdgas,School,1.4081169510440583,868.808158794184,49.3,22.4,42832.24222855327,19461.30275698972,62293.54498554299,2019-06-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,57659.17824204616,101867.34395327244,2019,True,False,0.1018673439532724
6413.0,461120.0,2021,232391,6413.0,fernwaerme,School,0.9579866885855668,6143.56863389924,49.3,22.4,302877.9336512325,137615.93739934298,440493.8710505755,2019-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,407723.0575227094,498182.6023109521,2019,True,False,0.498182602310952
1395.0,137015.488,2021,232587,1395.0,fernwaerme,School,1.2250250153411315,1708.9098964008786,49.3,22.4,84249.25789256331,38279.58167937968,122528.83957194298,2020-02-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,113413.2308942982,148028.1323055713,2020,True,False,0.1480281323055713
1539.0,127380.67395121948,2021,236907,1539.0,fernwaerme,Culture,1.205065209560031,1854.595357512888,55.9,7.5,103671.88048497042,13909.465181346655,117581.34566631708,2020-02-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,108833.80885270264,137618.91835778413,2020,True,False,0.1376189183577841
7997.0,675707.9680000001,2021,236909,7997.0,fernwaerme,Culture,0.9260982454629354,7406.007668967094,55.9,7.5,413995.82869526057,55545.0575172532,469540.8862125138,2020-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,434609.10205606045,730018.1165433847,2020,True,False,0.7300181165433848
4202.0,257851.40703703696,2021,236911,4202.0,fernwaerme,Culture,1.0234512395097917,4300.542108420144,55.9,7.5,240400.30386068605,32254.065813151083,272654.36967383715,2020-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,252370.0794864868,278576.25990469207,2020,True,False,0.2785762599046921
1345.0,571450.0,2021,236913,1345.0,fernwaerme,Culture,1.2325491412370662,1657.778594963854,55.9,7.5,92669.82345847944,12433.339462228903,105103.16292070832,2021-01-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,97283.94821733733,617380.395755104,2021,True,False,0.6173803957551041
7558.0,605142.9,2021,236915,7558.0,erdgas,Culture,0.9341110725584773,7060.01148639697,55.9,7.5,394654.6420895906,52950.08614797728,447604.7282375679,2020-02-01,5.715810276679841,3.3137035573122526,6.393873517786561,4.294861660079051,82.01936758893281,1.0803751785022382,414304.8980985457,653781.3686068621,2020,True,False,0.6537813686068622
3109.0,363032.6664268352,2021,236917,3109.0,erdgas,Culture,1.0738680110281231,3338.6556462864355,55.9,7.5,186630.8506274117,25039.917347148265,211670.76797456,2021-05-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,195923.39049107605,392211.4817930355,2021,True,False,0.3922114817930355
1255.0,89461.25999999998,2021,237153,1255.0,erdgas,Culture,1.246989285639387,1564.9715534774307,55.9,7.5,87481.90983938838,11737.28665108073,99219.19649046913,2020-03-01,6.034552845528455,3.0982357723577234,0.0,3.7504065040650407,76.9789430894309,1.0803751785022382,91837.7231028393,96651.72474153512,2020,True,False,0.0966517247415351
2280.0,171351.5334419745,2021,238957,2280.0,erdgas,Culture,1.129294851896685,2574.7922623244417,55.9,7.5,143930.8874639363,19310.94196743331,163241.8294313696,2021-03-01,5.715810276679841,3.3137035573122526,6.393873517786561,4.294861660079051,82.01936758893281,1.0803751785022382,151097.3527341469,185123.94352900545,2021,True,False,0.1851239435290054
